"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20221127","5호선","하남검단산","4868","4781","20221130"
"20221127","5호선","하남시청(덕풍?신장)","4381","4349","20221130"
"20221127","5호선","하남풍산","2397","2340","20221130"
"20221127","5호선","행당","4356","3965","20221130"
"20221127","5호선","화곡","14908","14169","20221130"
"20221126","5호선","강동","14626","13846","20221129"
"20221126","5호선","강일","3932","3379","20221129"
"20221126","5호선","개롱","5061","5101","20221129"
"20221126","5호선","개화산","4020","3865","20221129"
"20221126","5호선","거여","7241","6784","20221129"
"20221126","5호선","고덕","7068","6865","20221129"
"20221126","5호선","공덕","8793","9156","20221129"
"20221126","5호선","광나루(장신대)","12790","12197","20221129"
"20221126","5호선","광화문(세종문화회관)","23452","24030","20221129"
"20221126","5호선","군자(능동)","9520","10572","20221129"
"20221126","5호선","굽은다리(강동구민회관앞)","7687","7198","20221129"
"20221126","5호선","길동","6480","6583","20221129"
"20221126","5호선","김포공항","7560","7645","20221129"
"20221126","5호선","까치산","22637","21413","20221129"
"20221126","5호선","답십리","11477","10313","20221129"
"20221126","5호선","동대문역사문화공원(DDP)","1447","1759","20221129"
"20221126","5호선","둔촌동","6615","6615","20221129"
"20221126","5호선","마곡","6411","6450","20221129"
"20221126","5호선","마장","4395","4109","20221129"
"20221126","5호선","마천","5218","5364","20221129"
"20221126","5호선","마포","9317","9337","20221129"
"20221126","5호선","명일","6758","6606","20221129"
"20221126","5호선","목동","12336","12520","20221129"
"20221126","5호선","미사","13506","13651","20221129"
"20221126","5호선","발산","16117","17456","20221129"
"20221126","5호선","방이","5889","5691","20221129"
"20221126","5호선","방화","4849","4630","20221129"
"20221126","5호선","상일동","10165","9548","20221129"
"20221126","5호선","서대문","9677","9425","20221129"
"20221126","5호선","송정","5331","4950","20221129"
"20221126","5호선","신금호","4458","4584","20221129"
"20221126","5호선","신길","3076","3068","20221129"
"20221126","5호선","신정(은행정)","9703","8128","20221129"
"20221126","5호선","아차산(어린이대공원후문)","13269","12544","20221129"
"20221126","5호선","애오개","4221","4049","20221129"
"20221126","5호선","양평","4045","3732","20221129"
"20221126","5호선","여의나루","12895","17371","20221129"
"20221126","5호선","여의도","16182","15308","20221129"
"20221126","5호선","영등포구청","2251","2208","20221129"
"20221126","5호선","영등포시장","9817","10199","20221129"
"20221126","5호선","오금","2295","2111","20221129"
"20221126","5호선","오목교(목동운동장앞)","18186","18852","20221129"
"20221126","5호선","올림픽공원(한국체대)","5220","4765","20221129"
"20221126","5호선","왕십리(성동구청)","3820","4755","20221129"
"20221126","5호선","우장산","10756","10330","20221129"
"20221126","5호선","을지로4가","4101","4662","20221129"
"20221126","5호선","장한평","12851","12337","20221129"
"20221126","5호선","종로3가","16435","16740","20221129"
"20221126","5호선","천호(풍납토성)","18176","17560","20221129"
"20221126","5호선","청구","2600","2494","20221129"
"20221126","5호선","충정로(경기대입구)","2182","2066","20221129"
"20221126","5호선","하남검단산","5818","5662","20221129"
"20221126","5호선","하남시청(덕풍?신장)","6238","5850","20221129"
"20221126","5호선","하남풍산","2962","2924","20221129"
"20221126","5호선","행당","5972","5247","20221129"
"20221126","5호선","화곡","22159","20084","20221129"
"20221125","5호선","강동","20025","19209","20221128"
"20221125","5호선","강일","5487","5020","20221128"
"20221125","5호선","개롱","7188","7386","20221128"
"20221125","5호선","개화산","6052","5702","20221128"
"20221125","5호선","거여","11079","10728","20221128"
"20221125","5호선","고덕","11090","10858","20221128"
"20221125","5호선","공덕","16425","17610","20221128"
"20221125","5호선","광나루(장신대)","15147","13883","20221128"
"20221125","5호선","광화문(세종문화회관)","35006","36488","20221128"
"20221125","5호선","군자(능동)","12474","13771","20221128"
"20221125","5호선","굽은다리(강동구민회관앞)","10166","9594","20221128"
"20221125","5호선","길동","8668","9031","20221128"
"20221125","5호선","김포공항","8030","7583","20221128"
"20221125","5호선","까치산","31310","29643","20221128"
"20221125","5호선","답십리","17552","15723","20221128"
"20221125","5호선","동대문역사문화공원(DDP)","3439","4027","20221128"
"20221125","5호선","둔촌동","9207","9223","20221128"
"20221125","5호선","마곡","11650","11641","20221128"
"20221125","5호선","마장","6491","6178","20221128"
"20221125","5호선","마천","8162","7685","20221128"
"20221125","5호선","마포","16275","16955","20221128"
"20221125","5호선","명일","9507","9996","20221128"
"20221125","5호선","목동","18287","19843","20221128"
"20221125","5호선","미사","18087","18494","20221128"
"20221125","5호선","발산","22041","23367","20221128"
"20221125","5호선","방이","7685","7941","20221128"
"20221125","5호선","방화","7237","6964","20221128"
"20221125","5호선","상일동","15861","14667","20221128"
"20221125","5호선","서대문","22210","22990","20221128"
"20221125","5호선","송정","7023","6552","20221128"
"20221125","5호선","신금호","7126","7400","20221128"
"20221125","5호선","신길","5098","5010","20221128"
"20221125","5호선","신정(은행정)","15100","12022","20221128"
"20221125","5호선","아차산(어린이대공원후문)","15598","14934","20221128"
"20221125","5호선","애오개","7705","7516","20221128"
"20221125","5호선","양평","8127","7879","20221128"
"20221125","5호선","여의나루","16092","17617","20221128"
"20221125","5호선","여의도","34911","36200","20221128"
"20221125","5호선","영등포구청","4529","4574","20221128"
"20221125","5호선","영등포시장","11972","12187","20221128"
"20221125","5호선","오금","4024","4097","20221128"
"20221125","5호선","오목교(목동운동장앞)","23607","25468","20221128"
"20221125","5호선","올림픽공원(한국체대)","5206","4340","20221128"
"20221125","5호선","왕십리(성동구청)","4785","5695","20221128"
"20221125","5호선","우장산","16126","15830","20221128"
"20221125","5호선","을지로4가","7059","7469","20221128"
"20221125","5호선","장한평","20453","20188","20221128"
"20221125","5호선","종로3가","16118","16311","20221128"
"20221125","5호선","천호(풍납토성)","19913","20218","20221128"
"20221125","5호선","청구","4212","3952","20221128"
"20221125","5호선","충정로(경기대입구)","4921","5148","20221128"
"20221125","5호선","하남검단산","6558","6243","20221128"
"20221125","5호선","하남시청(덕풍?신장)","8049","7868","20221128"
"20221125","5호선","하남풍산","4676","4606","20221128"
"20221125","5호선","행당","9024","7889","20221128"
"20221125","5호선","화곡","31513","29089","20221128"
"20221124","5호선","강동","20000","19283","20221127"
"20221124","5호선","강일","5522","5194","20221127"
"20221124","5호선","개롱","7303","7524","20221127"
"20221124","5호선","개화산","6147","5867","20221127"
"20221124","5호선","거여","11105","10779","20221127"
"20221124","5호선","고덕","10730","10818","20221127"
"20221124","5호선","공덕","16563","17413","20221127"
"20221124","5호선","광나루(장신대)","15795","14770","20221127"
"20221124","5호선","광화문(세종문화회관)","40133","41674","20221127"
"20221124","5호선","군자(능동)","12388","13583","20221127"
"20221124","5호선","굽은다리(강동구민회관앞)","9918","9512","20221127"
"20221124","5호선","길동","8305","8825","20221127"
"20221124","5호선","김포공항","7195","6973","20221127"
"20221124","5호선","까치산","31329","30537","20221127"
"20221124","5호선","답십리","17432","16116","20221127"
"20221124","5호선","동대문역사문화공원(DDP)","3561","3999","20221127"
"20221124","5호선","둔촌동","9114","9130","20221127"
"20221124","5호선","마곡","12100","12109","20221127"
"20221124","5호선","마장","6762","6380","20221127"
"20221124","5호선","마천","8211","7921","20221127"
"20221124","5호선","마포","16174","16606","20221127"
"20221124","5호선","명일","9496","9888","20221127"
"20221124","5호선","목동","18694","20114","20221127"
"20221124","5호선","미사","18061","18477","20221127"
"20221124","5호선","발산","22795","23526","20221127"
"20221124","5호선","방이","7764","8113","20221127"
"20221124","5호선","방화","7297","6914","20221127"
"20221124","5호선","상일동","16107","15251","20221127"
"20221124","5호선","서대문","23568","23523","20221127"
"20221124","5호선","송정","6839","6380","20221127"
"20221124","5호선","신금호","7159","7573","20221127"
"20221124","5호선","신길","4734","5045","20221127"
"20221124","5호선","신정(은행정)","15107","12353","20221127"
"20221124","5호선","아차산(어린이대공원후문)","15931","15229","20221127"
"20221124","5호선","애오개","7604","7493","20221127"
"20221124","5호선","양평","8235","7948","20221127"
"20221124","5호선","여의나루","13107","15143","20221127"
"20221124","5호선","여의도","32970","33655","20221127"
"20221124","5호선","영등포구청","4459","4593","20221127"
"20221124","5호선","영등포시장","11089","11479","20221127"
"20221124","5호선","오금","4095","4061","20221127"
"20221124","5호선","오목교(목동운동장앞)","23244","25068","20221127"
"20221124","5호선","올림픽공원(한국체대)","5120","4288","20221127"
"20221124","5호선","왕십리(성동구청)","4806","5748","20221127"
"20221124","5호선","우장산","16155","15887","20221127"
"20221124","5호선","을지로4가","6953","7085","20221127"
"20221124","5호선","장한평","20654","20531","20221127"
"20221124","5호선","종로3가","14482","14011","20221127"
"20221124","5호선","천호(풍납토성)","18815","19010","20221127"
"20221124","5호선","청구","4346","4017","20221127"
"20221124","5호선","충정로(경기대입구)","5182","5358","20221127"
"20221124","5호선","하남검단산","6469","6141","20221127"
"20221124","5호선","하남시청(덕풍?신장)","8112","8030","20221127"
"20221124","5호선","하남풍산","4658","4690","20221127"
"20221124","5호선","행당","8874","7933","20221127"
"20221124","5호선","화곡","31173","29107","20221127"
"20221123","5호선","강동","20043","19276","20221126"
"20221123","5호선","강일","5611","5310","20221126"
"20221123","5호선","개롱","7138","7389","20221126"
"20221123","5호선","개화산","6227","6007","20221126"
"20221123","5호선","거여","11481","11127","20221126"
"20221123","5호선","고덕","10703","10725","20221126"
"20221123","5호선","공덕","16250","17221","20221126"
"20221123","5호선","광나루(장신대)","14934","13592","20221126"
"20221123","5호선","광화문(세종문화회관)","35468","37078","20221126"
"20221123","5호선","군자(능동)","12253","13428","20221126"
"20221123","5호선","굽은다리(강동구민회관앞)","10127","9785","20221126"
"20221123","5호선","길동","8534","8822","20221126"
"20221123","5호선","김포공항","7266","7156","20221126"
"20221123","5호선","까치산","31044","29661","20221126"
"20221123","5호선","답십리","17490","15979","20221126"
"20221123","5호선","동대문역사문화공원(DDP)","3464","3993","20221126"
"20221123","5호선","둔촌동","9179","9206","20221126"
"20221123","5호선","마곡","11921","11828","20221126"
"20221123","5호선","마장","6443","6037","20221126"
"20221123","5호선","마천","8198","7852","20221126"
"20221123","5호선","마포","15980","16201","20221126"
"20221123","5호선","명일","9480","10023","20221126"
"20221123","5호선","목동","18292","19935","20221126"
"20221123","5호선","미사","18028","18178","20221126"
"20221123","5호선","발산","23132","23630","20221126"
"20221123","5호선","방이","7735","8030","20221126"
"20221123","5호선","방화","7558","7259","20221126"
"20221123","5호선","상일동","16100","15164","20221126"
"20221123","5호선","서대문","23063","23538","20221126"
"20221123","5호선","송정","6960","6335","20221126"
"20221123","5호선","신금호","7042","7437","20221126"
"20221123","5호선","신길","4588","4994","20221126"
"20221123","5호선","신정(은행정)","15158","12288","20221126"
"20221123","5호선","아차산(어린이대공원후문)","15513","14876","20221126"
"20221123","5호선","애오개","7564","7433","20221126"
"20221123","5호선","양평","8075","7901","20221126"
"20221123","5호선","여의나루","13098","15559","20221126"
"20221123","5호선","여의도","33109","33949","20221126"
"20221123","5호선","영등포구청","4527","4593","20221126"
"20221123","5호선","영등포시장","11178","11469","20221126"
"20221123","5호선","오금","3986","4021","20221126"
"20221123","5호선","오목교(목동운동장앞)","23235","24589","20221126"
"20221123","5호선","올림픽공원(한국체대)","5104","4389","20221126"
"20221123","5호선","왕십리(성동구청)","4999","5681","20221126"
"20221123","5호선","우장산","16073","15762","20221126"
"20221123","5호선","을지로4가","6883","7116","20221126"
"20221123","5호선","장한평","20644","20370","20221126"
"20221123","5호선","종로3가","14191","13940","20221126"
"20221123","5호선","천호(풍납토성)","19012","19252","20221126"
"20221123","5호선","청구","4251","3821","20221126"
"20221123","5호선","충정로(경기대입구)","5193","5277","20221126"
"20221123","5호선","하남검단산","6553","6116","20221126"
"20221123","5호선","하남시청(덕풍?신장)","7883","7668","20221126"
"20221123","5호선","하남풍산","4364","4357","20221126"
"20221123","5호선","행당","8853","7867","20221126"
"20221123","5호선","화곡","31250","29113","20221126"
"20221122","5호선","강동","19743","19074","20221125"
"20221122","5호선","강일","5487","5189","20221125"
"20221122","5호선","개롱","6960","7214","20221125"
"20221122","5호선","개화산","6118","5828","20221125"
"20221122","5호선","거여","11204","10874","20221125"
"20221122","5호선","고덕","10920","10887","20221125"
"20221122","5호선","공덕","16300","17228","20221125"
"20221122","5호선","광나루(장신대)","14906","13532","20221125"
"20221122","5호선","광화문(세종문화회관)","36948","36336","20221125"
"20221122","5호선","군자(능동)","12109","13173","20221125"
"20221122","5호선","굽은다리(강동구민회관앞)","9988","9492","20221125"
"20221122","5호선","길동","8163","8603","20221125"
"20221122","5호선","김포공항","7253","6783","20221125"
"20221122","5호선","까치산","30773","29635","20221125"
"20221122","5호선","답십리","17167","15778","20221125"
"20221122","5호선","동대문역사문화공원(DDP)","3383","3989","20221125"
"20221122","5호선","둔촌동","9028","8994","20221125"
"20221122","5호선","마곡","11950","11850","20221125"
"20221122","5호선","마장","6390","6115","20221125"
"20221122","5호선","마천","8086","7712","20221125"
"20221122","5호선","마포","16321","16738","20221125"
"20221122","5호선","명일","9192","9630","20221125"
"20221122","5호선","목동","18057","19733","20221125"
"20221122","5호선","미사","17509","17876","20221125"
"20221122","5호선","발산","23363","23913","20221125"
"20221122","5호선","방이","7538","7830","20221125"
"20221122","5호선","방화","7437","7102","20221125"
"20221122","5호선","상일동","15761","14858","20221125"
"20221122","5호선","서대문","23445","23410","20221125"
"20221122","5호선","송정","6831","6439","20221125"
"20221122","5호선","신금호","7018","7475","20221125"
"20221122","5호선","신길","4696","5037","20221125"
"20221122","5호선","신정(은행정)","14968","12413","20221125"
"20221122","5호선","아차산(어린이대공원후문)","15387","14958","20221125"
"20221122","5호선","애오개","7555","7632","20221125"
"20221122","5호선","양평","8005","8018","20221125"
"20221122","5호선","여의나루","14702","14569","20221125"
"20221122","5호선","여의도","39139","39431","20221125"
"20221122","5호선","영등포구청","4638","4764","20221125"
"20221122","5호선","영등포시장","11019","11482","20221125"
"20221122","5호선","오금","4143","4200","20221125"
"20221122","5호선","오목교(목동운동장앞)","22916","24657","20221125"
"20221122","5호선","올림픽공원(한국체대)","4956","4301","20221125"
"20221122","5호선","왕십리(성동구청)","4573","5237","20221125"
"20221122","5호선","우장산","16139","15951","20221125"
"20221122","5호선","을지로4가","7125","7139","20221125"
"20221122","5호선","장한평","19916","19765","20221125"
"20221122","5호선","종로3가","13270","13256","20221125"
"20221122","5호선","천호(풍납토성)","18697","18855","20221125"
"20221122","5호선","청구","4275","3926","20221125"
"20221122","5호선","충정로(경기대입구)","5199","5388","20221125"
"20221122","5호선","하남검단산","6235","5975","20221125"
"20221122","5호선","하남시청(덕풍?신장)","7689","7432","20221125"
"20221122","5호선","하남풍산","4481","4567","20221125"
"20221122","5호선","행당","8830","7902","20221125"
"20221122","5호선","화곡","30850","28958","20221125"
"20221121","5호선","강동","19407","18619","20221124"
"20221121","5호선","강일","5443","5124","20221124"
"20221121","5호선","개롱","6935","7328","20221124"
"20221121","5호선","개화산","6105","5858","20221124"
"20221121","5호선","거여","11100","10569","20221124"
"20221121","5호선","고덕","10562","10533","20221124"
"20221121","5호선","공덕","15263","15819","20221124"
"20221121","5호선","광나루(장신대)","14186","13342","20221124"
"20221121","5호선","광화문(세종문화회관)","32845","34136","20221124"
"20221121","5호선","군자(능동)","11580","12773","20221124"
"20221121","5호선","굽은다리(강동구민회관앞)","9723","9247","20221124"
"20221121","5호선","길동","8199","8611","20221124"
"20221121","5호선","김포공항","7330","6967","20221124"
"20221121","5호선","까치산","30277","29172","20221124"
"20221121","5호선","답십리","16805","15465","20221124"
"20221121","5호선","동대문역사문화공원(DDP)","3521","3903","20221124"
"20221121","5호선","둔촌동","8858","8878","20221124"
"20221121","5호선","마곡","11658","11659","20221124"
"20221121","5호선","마장","6197","6016","20221124"
"20221121","5호선","마천","7972","7549","20221124"
"20221121","5호선","마포","15430","15544","20221124"
"20221121","5호선","명일","9138","9457","20221124"
"20221121","5호선","목동","17856","19479","20221124"
"20221121","5호선","미사","17444","17685","20221124"
"20221121","5호선","발산","22581","23120","20221124"
"20221121","5호선","방이","7336","7647","20221124"
"20221121","5호선","방화","7142","6772","20221124"
"20221121","5호선","상일동","15601","14630","20221124"
"20221121","5호선","서대문","22526","22889","20221124"
"20221121","5호선","송정","6733","6324","20221124"
"20221121","5호선","신금호","6748","7046","20221124"
"20221121","5호선","신길","4495","4814","20221124"
"20221121","5호선","신정(은행정)","14792","12053","20221124"
"20221121","5호선","아차산(어린이대공원후문)","14856","14493","20221124"
"20221121","5호선","애오개","7205","7203","20221124"
"20221121","5호선","양평","7976","7786","20221124"
"20221121","5호선","여의나루","13235","14779","20221124"
"20221121","5호선","여의도","33182","33763","20221124"
"20221121","5호선","영등포구청","4428","4555","20221124"
"20221121","5호선","영등포시장","10552","10766","20221124"
"20221121","5호선","오금","4044","4043","20221124"
"20221121","5호선","오목교(목동운동장앞)","22493","24009","20221124"
"20221121","5호선","올림픽공원(한국체대)","4893","4294","20221124"
"20221121","5호선","왕십리(성동구청)","4594","5139","20221124"
"20221121","5호선","우장산","15889","15596","20221124"
"20221121","5호선","을지로4가","6820","6872","20221124"
"20221121","5호선","장한평","19532","19078","20221124"
"20221121","5호선","종로3가","13356","12746","20221124"
"20221121","5호선","천호(풍납토성)","17911","18096","20221124"
"20221121","5호선","청구","4201","3754","20221124"
"20221121","5호선","충정로(경기대입구)","5064","5108","20221124"
"20221121","5호선","하남검단산","6322","6124","20221124"
"20221121","5호선","하남시청(덕풍?신장)","7622","7454","20221124"
"20221121","5호선","하남풍산","4392","4322","20221124"
"20221121","5호선","행당","8694","7789","20221124"
"20221121","5호선","화곡","30427","28621","20221124"
"20221120","5호선","강동","9941","9836","20221123"
"20221120","5호선","강일","2836","2550","20221123"
"20221120","5호선","개롱","3290","3577","20221123"
"20221120","5호선","개화산","2937","2858","20221123"
"20221120","5호선","거여","5188","4954","20221123"
"20221120","5호선","고덕","5051","5155","20221123"
"20221120","5호선","공덕","5295","5372","20221123"
"20221120","5호선","광나루(장신대)","9400","9154","20221123"
"20221120","5호선","광화문(세종문화회관)","15624","16343","20221123"
"20221120","5호선","군자(능동)","6903","7568","20221123"
"20221120","5호선","굽은다리(강동구민회관앞)","6088","5704","20221123"
"20221120","5호선","길동","4445","4402","20221123"
"20221120","5호선","김포공항","6906","6663","20221123"
"20221120","5호선","까치산","16767","16357","20221123"
"20221120","5호선","답십리","8553","7903","20221123"
"20221120","5호선","동대문역사문화공원(DDP)","1050","1190","20221123"
"20221120","5호선","둔촌동","5048","4986","20221123"
"20221120","5호선","마곡","3950","4075","20221123"
"20221120","5호선","마장","3206","2993","20221123"
"20221120","5호선","마천","4122","4386","20221123"
"20221120","5호선","마포","5627","5704","20221123"
"20221120","5호선","명일","5485","5456","20221123"
"20221120","5호선","목동","8441","8602","20221123"
"20221120","5호선","미사","9630","9918","20221123"
"20221120","5호선","발산","10125","10776","20221123"
"20221120","5호선","방이","4583","4189","20221123"
"20221120","5호선","방화","3793","3826","20221123"
"20221120","5호선","상일동","6969","6879","20221123"
"20221120","5호선","서대문","6506","6384","20221123"
"20221120","5호선","송정","3774","3767","20221123"
"20221120","5호선","신금호","3201","3511","20221123"
"20221120","5호선","신길","2347","2449","20221123"
"20221120","5호선","신정(은행정)","6787","6252","20221123"
"20221120","5호선","아차산(어린이대공원후문)","11077","11034","20221123"
"20221120","5호선","애오개","2983","3021","20221123"
"20221120","5호선","양평","3005","2967","20221123"
"20221120","5호선","여의나루","13671","15818","20221123"
"20221120","5호선","여의도","10402","10742","20221123"
"20221120","5호선","영등포구청","1684","1623","20221123"
"20221120","5호선","영등포시장","6822","7304","20221123"
"20221120","5호선","오금","1705","1634","20221123"
"20221120","5호선","오목교(목동운동장앞)","13121","13707","20221123"
"20221120","5호선","올림픽공원(한국체대)","3895","3615","20221123"
"20221120","5호선","왕십리(성동구청)","2851","3420","20221123"
"20221120","5호선","우장산","7453","7597","20221123"
"20221120","5호선","을지로4가","2399","2494","20221123"
"20221120","5호선","장한평","9104","8773","20221123"
"20221120","5호선","종로3가","11313","9911","20221123"
"20221120","5호선","천호(풍납토성)","14278","13607","20221123"
"20221120","5호선","청구","1973","1894","20221123"
"20221120","5호선","충정로(경기대입구)","1663","1659","20221123"
"20221120","5호선","하남검단산","5124","5079","20221123"
"20221120","5호선","하남시청(덕풍?신장)","4461","4254","20221123"
"20221120","5호선","하남풍산","2623","2595","20221123"
"20221120","5호선","행당","4555","4014","20221123"
"20221120","5호선","화곡","15549","14601","20221123"
"20221119","5호선","강동","14529","13718","20221122"
"20221119","5호선","강일","3853","3280","20221122"
"20221119","5호선","개롱","4793","4932","20221122"
"20221119","5호선","개화산","4126","3843","20221122"
"20221119","5호선","거여","7257","6757","20221122"
"20221119","5호선","고덕","7790","7550","20221122"
"20221119","5호선","공덕","8982","9233","20221122"
"20221119","5호선","광나루(장신대)","12781","12685","20221122"
"20221119","5호선","광화문(세종문화회관)","22502","23951","20221122"
"20221119","5호선","군자(능동)","9385","10311","20221122"
"20221119","5호선","굽은다리(강동구민회관앞)","7802","7167","20221122"
"20221119","5호선","길동","6367","6416","20221122"
"20221119","5호선","김포공항","7704","7662","20221122"
"20221119","5호선","까치산","22915","21135","20221122"
"20221119","5호선","답십리","11515","10293","20221122"
"20221119","5호선","동대문역사문화공원(DDP)","1504","1891","20221122"
"20221119","5호선","둔촌동","6872","7157","20221122"
"20221119","5호선","마곡","6064","6226","20221122"
"20221119","5호선","마장","4413","4240","20221122"
"20221119","5호선","마천","5294","5331","20221122"
"20221119","5호선","마포","8861","9108","20221122"
"20221119","5호선","명일","6721","6744","20221122"
"20221119","5호선","목동","12334","12338","20221122"
"20221119","5호선","미사","13573","13593","20221122"
"20221119","5호선","발산","15361","16818","20221122"
"20221119","5호선","방이","5923","5810","20221122"
"20221119","5호선","방화","5054","4666","20221122"
"20221119","5호선","상일동","10274","9418","20221122"
"20221119","5호선","서대문","9973","9309","20221122"
"20221119","5호선","송정","5289","5036","20221122"
"20221119","5호선","신금호","4637","4861","20221122"
"20221119","5호선","신길","3246","3236","20221122"
"20221119","5호선","신정(은행정)","9839","8258","20221122"
"20221119","5호선","아차산(어린이대공원후문)","14006","13079","20221122"
"20221119","5호선","애오개","4120","3910","20221122"
"20221119","5호선","양평","4170","3714","20221122"
"20221119","5호선","여의나루","16401","19774","20221122"
"20221119","5호선","여의도","15289","15874","20221122"
"20221119","5호선","영등포구청","2377","2266","20221122"
"20221119","5호선","영등포시장","9805","10202","20221122"
"20221119","5호선","오금","2453","2078","20221122"
"20221119","5호선","오목교(목동운동장앞)","17959","18971","20221122"
"20221119","5호선","올림픽공원(한국체대)","4529","4282","20221122"
"20221119","5호선","왕십리(성동구청)","3861","4895","20221122"
"20221119","5호선","우장산","10639","10360","20221122"
"20221119","5호선","을지로4가","4201","4673","20221122"
"20221119","5호선","장한평","12758","12336","20221122"
"20221119","5호선","종로3가","16113","16560","20221122"
"20221119","5호선","천호(풍납토성)","18656","18080","20221122"
"20221119","5호선","청구","2805","2549","20221122"
"20221119","5호선","충정로(경기대입구)","2185","1908","20221122"
"20221119","5호선","하남검단산","6107","5958","20221122"
"20221119","5호선","하남시청(덕풍?신장)","6421","6093","20221122"
"20221119","5호선","하남풍산","3220","3164","20221122"
"20221119","5호선","행당","6143","5287","20221122"
"20221119","5호선","화곡","21973","19940","20221122"
"20221118","5호선","강동","19451","18170","20221121"
"20221118","5호선","강일","5460","4970","20221121"
"20221118","5호선","개롱","6822","7165","20221121"
"20221118","5호선","개화산","6247","5855","20221121"
"20221118","5호선","거여","10919","10271","20221121"
"20221118","5호선","고덕","10639","10678","20221121"
"20221118","5호선","공덕","15751","16671","20221121"
"20221118","5호선","광나루(장신대)","16013","14671","20221121"
"20221118","5호선","광화문(세종문화회관)","34636","36530","20221121"
"20221118","5호선","군자(능동)","12508","13815","20221121"
"20221118","5호선","굽은다리(강동구민회관앞)","10237","9587","20221121"
"20221118","5호선","길동","8547","9012","20221121"
"20221118","5호선","김포공항","8435","8026","20221121"
"20221118","5호선","까치산","31098","29217","20221121"
"20221118","5호선","답십리","17219","15704","20221121"
"20221118","5호선","동대문역사문화공원(DDP)","3399","4091","20221121"
"20221118","5호선","둔촌동","9346","9469","20221121"
"20221118","5호선","마곡","11762","11988","20221121"
"20221118","5호선","마장","6412","6088","20221121"
"20221118","5호선","마천","7895","7478","20221121"
"20221118","5호선","마포","15559","16204","20221121"
"20221118","5호선","명일","9509","9884","20221121"
"20221118","5호선","목동","18475","19623","20221121"
"20221118","5호선","미사","18020","18490","20221121"
"20221118","5호선","발산","21967","23473","20221121"
"20221118","5호선","방이","7608","7881","20221121"
"20221118","5호선","방화","7207","6806","20221121"
"20221118","5호선","상일동","15806","14422","20221121"
"20221118","5호선","서대문","21157","21418","20221121"
"20221118","5호선","송정","7003","6439","20221121"
"20221118","5호선","신금호","6771","6886","20221121"
"20221118","5호선","신길","4743","4891","20221121"
"20221118","5호선","신정(은행정)","14837","11726","20221121"
"20221118","5호선","아차산(어린이대공원후문)","15683","15034","20221121"
"20221118","5호선","애오개","7422","7209","20221121"
"20221118","5호선","양평","7896","7525","20221121"
"20221118","5호선","여의나루","16038","18478","20221121"
"20221118","5호선","여의도","32310","33784","20221121"
